ExamSet,DifficultyCode,Difficulty,QuestionNumber,Domain,Question,CorrectOptionLetter,RemediationReference
4,B,More Challenging,51,Geospatial Data,A county GIS office is reviewing an analysis before publication. A confusion matrix compares what?,B,GIS&T BoK remediation: [DC-04-019] Ground Verification and Accuracy Assessment — https://gistbok-topics.ucgis.org/DC-04-019 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,52,Data Modeling,"A student analyst has valid input data and must choose the next appropriate GIS step. A composite key is EmployeeID + ProjectID, but EmployeeBirthdate depends only on EmployeeID. Which normalization problem is present?",C,GIS&T BoK remediation: [DM-01-003] Relational DBMS and their Spatial Extensions — https://gistbok-topics.ucgis.org/DM-01-003 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,53,Organizational & Institutional Aspects,A project team wants a defensible software-agnostic GIS approach. Which description correctly characterizes a benefit of multi-jurisdictional GIS coordination?,B,GIS&T BoK remediation: [KE-02-018] Regional Multi-Jurisdictional GIS Coordination & Collaboration — https://gistbok-topics.ucgis.org/KE-02-018 | Blueprint domain resource: https://geospacebok.eu/OI
4,B,More Challenging,54,Conceptual Foundations,"During QA/QC, an analyst must decide which GIS concept or method applies. A road network remains connected after a rubber-sheet transformation that stretches geometry without tearing. Which concept explains the preserved relationship?",B,GIS&T BoK remediation: [DM-01-028] Topological Relationships — https://gistbok-topics.ucgis.org/DM-01-028 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,55,"Platforms, Sensors, Physics & Image Processing",A planning or environmental GIS project encounters the following situation. How many digital numbers can an 8-bit image represent per band?,B,GIS&T BoK remediation: [DC-03-016] Nature of Multispectral Image Data — https://gistbok-topics.ucgis.org/DC-03-016 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,56,Analytical Methods & GeoComputation,A GIS analyst is completing a routine professional workflow. Why should GWR not automatically replace OLS whenever local coefficients can be calculated?,C,GIS&T BoK remediation: [AM-03-034] The Geographically Weighted Regression Framework — https://gistbok-topics.ucgis.org/AM-03-034 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,57,Data Modeling,A county GIS office is reviewing an analysis before publication. Which resampling method is commonly appropriate for a continuous elevation surface when moderate smoothing is acceptable?,A,GIS&T BoK remediation: [DM-06-087] Raster resampling — https://gistbok-topics.ucgis.org/DM-06-087 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,58,Analytical Methods & GeoComputation,"A student analyst has valid input data and must choose the next appropriate GIS step. In a D8 flow-direction model, each raster cell routes flow to what?",C,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,59,Organizational & Institutional Aspects,A project team wants a defensible software-agnostic GIS approach. Why can multi-organizational GIS projects fail even when the technology works?,C,GIS&T BoK remediation: [KE-02-034] Multi-Organizational GIS Coordination — https://gistbok-topics.ucgis.org/KE-02-034 | Blueprint domain resource: https://geospacebok.eu/OI
4,B,More Challenging,60,Data Modeling,"During QA/QC, an analyst must decide which GIS concept or method applies. Which description correctly characterizes a spatial data warehouse optimized for?",D,GIS&T BoK remediation: [DM-07-059] Spatial Data Warehouses — https://gistbok-topics.ucgis.org/DM-07-059 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,61,Analytical Methods & GeoComputation,A planning or environmental GIS project encounters the following situation. You need the mean precipitation value for each watershed polygon from a precipitation raster. Which operation is designed for this?,A,GIS&T BoK remediation: [AM-02-006] Grid Operations and Map Algebra — https://gistbok-topics.ucgis.org/AM-02-006 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,62,Conceptual Foundations,A GIS analyst is completing a routine professional workflow. Which description correctly characterizes attribute accuracy?,C,GIS&T BoK remediation: [FC-04-010] GIS Data Properties — https://gistbok-topics.ucgis.org/FC-04-010 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,63,Conceptual Foundations,"A county GIS office is reviewing an analysis before publication. In a network graph, what is node degree?",D,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,64,Geospatial Data,A student analyst has valid input data and must choose the next appropriate GIS step. A census variable is reported as a count for each tract. Why can direct comparison among tracts be misleading?,C,GIS&T BoK remediation: [DC-06-028] United States Census Data — https://gistbok-topics.ucgis.org/DC-06-028 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,65,Conceptual Foundations,"A project team wants a defensible software-agnostic GIS approach. In a rectilinear street grid where travel is constrained to streets, which distance concept may be more relevant than straight-line distance?",B,GIS&T BoK remediation: [FC-05-042] Distance Operations — https://gistbok-topics.ucgis.org/FC-05-042 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,66,Analytical Methods & GeoComputation,"During QA/QC, an analyst must decide which GIS concept or method applies. A floodplain layer and parcel layer must be combined so only parcel portions inside floodplains remain. Which overlay operation fits?",D,GIS&T BoK remediation: [AM-02-004] Overlay — https://gistbok-topics.ucgis.org/AM-02-004 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,67,Analytical Methods & GeoComputation,A planning or environmental GIS project encounters the following situation. A Moran’s I value is near zero and not statistically significant. Which conclusion is most defensible?,C,GIS&T BoK remediation: [FC-05-037] Spatial Autocorrelation — https://gistbok-topics.ucgis.org/FC-05-037 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,68,Analytical Methods & GeoComputation,A GIS analyst is completing a routine professional workflow. A line-of-sight between a proposed tower and receiver is blocked by a ridge. Which dataset is essential to that determination?,D,"GIS&T BoK remediation: [AM-04-017] Intervisibility, Line-of-Sight, and Viewsheds — https://gistbok-topics.ucgis.org/AM-04-017 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC"
4,B,More Challenging,69,Analytical Methods & GeoComputation,A county GIS office is reviewing an analysis before publication. Which terrain derivative indicates the compass direction a slope faces?,B,GIS&T BoK remediation: [AM-04-055] Digital Terrain Models and Terrain Metrics — https://gistbok-topics.ucgis.org/AM-04-055 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,70,Design of Systems,A student analyst has valid input data and must choose the next appropriate GIS step. Why is R widely used for geospatial research and analysis?,C,GIS&T BoK remediation: [PD-05-015] R for Geospatial Analysis and Mapping — https://gistbok-topics.ucgis.org/PD-05-015 | Blueprint domain resource: https://geospacebok.eu/DA
4,B,More Challenging,71,Geospatial Data,A project team wants a defensible software-agnostic GIS approach. Different inspectors use inconsistent definitions of damaged. What data-quality problem is likely?,B,GIS&T BoK remediation: [DC-06-009] Field Data Capture Technologies — https://gistbok-topics.ucgis.org/DC-06-009 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,72,Analytical Methods & GeoComputation,"During QA/QC, an analyst must decide which GIS concept or method applies. A riparian ordinance prohibits construction within 30 m of streams. Which operation should be performed first?",C,GIS&T BoK remediation: [AM-02-003] Buffers — https://gistbok-topics.ucgis.org/AM-02-003 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,73,Web-Based GIS,A planning or environmental GIS project encounters the following situation. A web map displays thousands of points and becomes sluggish. Which strategy is most likely to help?,A,GIS&T BoK remediation: [CP-04-014] Web GIS — https://gistbok-topics.ucgis.org/CP-04-014 | Blueprint domain resource: https://geospacebok.eu/WB
4,B,More Challenging,74,Design of Systems,A GIS analyst is completing a routine professional workflow. Why is load balancing useful for web GIS?,A,GIS&T BoK remediation: [CP-01-008] Spatial Cloud Computing — https://gistbok-topics.ucgis.org/CP-01-008 | Blueprint domain resource: https://geospacebok.eu/DA
4,B,More Challenging,75,Design of Systems,A county GIS office is reviewing an analysis before publication. What type of GIS workload is especially well suited to GPU acceleration?,D,GIS&T BoK remediation: [CP-01-006] Graphics Processing Units (GPUs) — https://gistbok-topics.ucgis.org/CP-01-006 | Blueprint domain resource: https://geospacebok.eu/DA
4,C,Difficult,1,Conceptual Foundations,The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? A GPS point is measured repeatedly within 0.5 m of itself but is 8 m from surveyed truth. How is it characterized?,A,GIS&T BoK remediation: [FC-07-024] Conceptual Models of Error and Uncertainty — https://gistbok-topics.ucgis.org/FC-07-024 | Blueprint domain resource: https://geospacebok.eu/CF
4,C,Difficult,2,Cartography & Visualization,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Why can a north arrow be unnecessary on some maps?",B,GIS&T BoK remediation: [CV-06-021] Map Reading — https://gistbok-topics.ucgis.org/CV-06-021 | Blueprint domain resource: https://geospacebok.eu/CV
4,C,Difficult,3,Thematic & Application Domains,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? A civil engineer needs earthwork cut and fill volumes for a road project. Which data are essential?",B,GIS&T BoK remediation: [DA-004] GIS&T and Civil Engineering — https://gistbok-topics.ucgis.org/DA-004 | Blueprint domain resource: https://geospacebok.eu/TA
4,C,Difficult,4,Data Modeling,"A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. In this context, which statement most accurately describes a conceptual data model?",A,GIS&T BoK remediation: [DM-01-034] Conceptual Data Models — https://gistbok-topics.ucgis.org/DM-01-034 | Blueprint domain resource: https://geospacebok.eu/DM
4,C,Difficult,5,"Platforms, Sensors, Physics & Image Processing",Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? Why does ocean acoustic imaging use sound rather than visible light for many underwater measurements?,D,GIS&T BoK remediation: [DC-03-033] Acoustic Imaging of the Oceans — https://gistbok-topics.ucgis.org/DC-03-033 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,C,Difficult,6,Analytical Methods & GeoComputation,"A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. Which interpolation method weights nearby observations more heavily with influence declining directly with distance, without fitting a variogram?",D,GIS&T BoK remediation: [AM-04-070] Inverse Distance Weighting — https://gistbok-topics.ucgis.org/AM-04-070 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
